trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
331,False,"{'a': 0.05, 'e': 0.035553683859474224}",25,13,25.18063810569598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.05, 'e': 0.035198147020879485}",20,3,31.177571697253022,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.05, 'e': 0.03484616555067069}",20,0,24.899644902549618,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
334,False,"{'a': 0.05, 'e': 0.03449770389516398}",20,10,17.346718734109675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.05, 'e': 0.03415272685621234}",25,8,29.37942114465968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.05, 'e': 0.03381119958765022}",20,13,13.257330160334293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.05, 'e': 0.03347308759177372}",20,8,23.54175912420511,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.05, 'e': 0.03313835671585598}",20,5,26.01542193040488,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.05, 'e': 0.03280697314869742}",20,8,18.804646755550937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.05, 'e': 0.03247890341721044}",20,6,27.76652428943766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.05, 'e': 0.03215411438303834}",20,4,-20.52284545401676,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.05, 'e': 0.031832573239207955}",30,22,16.459871590563367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.05, 'e': 0.031514247506815876}",25,14,20.41004842014191,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.05, 'e': 0.031199105031747717}",20,12,18.18059626556989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.05, 'e': 0.03088711398143024}",25,14,10.66273008044722,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.05, 'e': 0.030578242841615935}",25,0,45.527848185836866,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.05, 'e': 0.030272460413199778}",20,11,16.282298724698485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.05, 'e': 0.02996973580906778}",25,11,27.48637960485968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.05, 'e': 0.029670038450977102}",20,8,21.005013921009393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.05, 'e': 0.02937333806646733}",30,21,6.797667111295157,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.05, 'e': 0.029079604685802656}",25,18,13.464539577668239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.05, 'e': 0.02878880863894463}",25,14,22.12472105832778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.05, 'e': 0.02850092055255518}",30,12,35.506081504777235,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.05, 'e': 0.02821591134702963}",20,13,11.149312201805667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.05, 'e': 0.027933752233559334}",20,2,31.28658820625389,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.05, 'e': 0.027654414711223742}",20,12,12.80271117478243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.05, 'e': 0.027377870564111503}",25,18,12.387566692346175,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.05, 'e': 0.02710409185847039}",25,10,33.922363959178625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.05, 'e': 0.026833050939885684}",20,14,10.467492907166543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.05, 'e': 0.026564720430486827}",20,8,19.41337799613409,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.05, 'e': 0.026299073226181958}",20,15,8.536014764450572,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.05, 'e': 0.026036082493920136}",25,15,18.57015869231107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.05, 'e': 0.025775721668980935}",25,13,21.472060478802323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.05, 'e': 0.025517964452291125}",30,18,24.33930036539194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.05, 'e': 0.025262784807768213}",20,10,20.67832185963635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.05, 'e': 0.025010156959690534}",25,15,21.41438797408037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.05, 'e': 0.024760055390093627}",30,16,25.41957053836613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.05, 'e': 0.02451245483619269}",25,8,30.119389021175202,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.05, 'e': 0.024267330287830763}",20,14,12.103867008424714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.05, 'e': 0.024024656984952455}",20,16,7.352895943716371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.05, 'e': 0.02378441041510293}",20,12,14.564728199336301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.05, 'e': 0.0235465663109519}",25,11,27.611332457795925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.05, 'e': 0.02331110064784238}",30,13,32.72168179385437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.05, 'e': 0.02307798964136396}",20,9,23.610188956425244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.05, 'e': 0.022847209744950317}",25,8,31.873544195150608,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.05, 'e': 0.022618737647500813}",20,14,10.994585030556722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.05, 'e': 0.022392550271025807}",20,6,23.71255726656223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.05, 'e': 0.022168624768315548}",20,12,12.825577887744423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.05, 'e': 0.021946938520632394}",25,11,24.467280047378498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.05, 'e': 0.02172746913542607}",25,14,21.30571853270752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.05, 'e': 0.021510194444071807}",20,12,14.103279471564015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.05, 'e': 0.021295092499631088}",20,16,9.016837405517204,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.05, 'e': 0.02108214157463478}",25,19,13.464654805120542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.05, 'e': 0.02087132015888843}",20,8,20.18729695362176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.05, 'e': 0.020662606957299545}",25,0,40.450615508228935,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.05, 'e': 0.02045598088772655}",25,9,29.699661545653054,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.05, 'e': 0.020251421078849283}",25,11,25.103963488210756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.05, 'e': 0.02004890686806079}",20,14,10.807000694707948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.05, 'e': 0.019848417799380184}",20,12,17.065663949962833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.05, 'e': 0.01964993362138638}",25,13,21.519710385151452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.05, 'e': 0.019453434285172516}",35,12,46.137484544868194,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.05, 'e': 0.01925889994232079}",25,14,23.849224026610813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.05, 'e': 0.019066310942897582}",25,11,25.820811073323412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.05, 'e': 0.01887564783346861}",25,11,29.417180348664086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.05, 'e': 0.018686891355133923}",20,3,30.275900492407345,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.05, 'e': 0.01850002244158258}",25,20,11.30056245064608,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.05, 'e': 0.018315022217166757}",20,6,27.307490333469847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.05, 'e': 0.018131871994995087}",20,9,20.291181862408553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.05, 'e': 0.017950553275045137}",30,4,30.30019841071367,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.05, 'e': 0.017771047742294686}",20,10,21.133623848723683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.05, 'e': 0.01759333726487174}",20,7,23.551486613175854,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.05, 'e': 0.017417403892223023}",35,19,31.176718075921002,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.05, 'e': 0.01724322985330079}",20,8,23.52379137112313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.05, 'e': 0.017070797554767782}",20,16,7.5666754281410915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.05, 'e': 0.016900089579220106}",20,6,23.539595646974426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.05, 'e': 0.016731088683427903}",30,12,34.78081572467149,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.05, 'e': 0.016563777796593626}",30,16,28.213184765918065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.05, 'e': 0.016398140018627688}",20,4,25.62140335299454,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.05, 'e': 0.01623415861844141}",25,13,25.56134992534519,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.05, 'e': 0.016071817032256998}",20,6,27.166551269958546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.05, 'e': 0.015911098861934425}",25,16,17.629230706206155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.05, 'e': 0.015751987873315082}",20,6,22.010948400540755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.05, 'e': 0.015594467994581931}",30,16,16.78344270660528,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.05, 'e': 0.015438523314636111}",20,0,32.06295979334609,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.05, 'e': 0.01528413808148975}",20,6,7.747960795350994,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
416,False,"{'a': 0.05, 'e': 0.015131296700674854}",20,6,25.815187829324223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.05, 'e': 0.014979983733668104}",25,11,25.157280622495367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.05, 'e': 0.014830183896331423}",20,6,24.962764194107596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.05, 'e': 0.014681882057368109}",20,12,13.349139829360087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.05, 'e': 0.014535063236794427}",20,11,19.181272146798136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.05, 'e': 0.014389712604426484}",20,8,23.54007640838008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.05, 'e': 0.014245815478382218}",20,2,22.577066867121076,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.05, 'e': 0.014103357323598397}",35,21,28.6387885817227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.05, 'e': 0.013962323750362412}",25,8,31.98293149714329,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.05, 'e': 0.013822700512858787}",25,6,16.88750243566745,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
426,False,"{'a': 0.05, 'e': 0.013684473507730199}",20,13,16.170537636972114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.05, 'e': 0.013547628772652897}",25,18,14.30262896886396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.05, 'e': 0.013412152484926368}",30,18,22.855596725501428,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.05, 'e': 0.013278030960077104}",25,8,32.05193605324447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.05, 'e': 0.013145250650476333}",25,11,23.169666342647883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.05, 'e': 0.01301379814397157}",20,8,20.88378732966496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.05, 'e': 0.012883660162531854}",20,16,9.629346276322437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.05, 'e': 0.012754823560906535}",20,16,8.552788228775078,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.05, 'e': 0.01262727532529747}",30,13,29.94652011097282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.05, 'e': 0.012501002572044496}",20,6,25.649734533308237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.05, 'e': 0.01237599254632405}",20,12,15.101508244782496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.05, 'e': 0.012252232620860809}",25,4,31.87018614984966,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.05, 'e': 0.012129710294652202}",35,17,35.742760216331995,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.05, 'e': 0.01200841319170568}",20,8,23.803301426569792,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.05, 'e': 0.011888329059788622}",20,5,29.915804108398753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.05, 'e': 0.011769445769190735}",20,8,22.302843363293913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.05, 'e': 0.011651751311498829}",25,8,30.963471612045474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.05, 'e': 0.01153523379838384}",25,11,25.710896541353048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.05, 'e': 0.011419881460400001}",25,11,19.09032183172702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.05, 'e': 0.011305682645796001}",20,13,14.57600236348977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.05, 'e': 0.011192625819338041}",20,15,10.564343687389837,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.05, 'e': 0.011080699561144661}",20,6,23.546978319559294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.05, 'e': 0.010969892565533214}",20,12,15.893102607096713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.05, 'e': 0.010860193639877882}",20,6,25.33856749115217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.05, 'e': 0.010751591703479103}",25,11,28.183540154155423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.05, 'e': 0.010644075786444312}",35,17,30.79065425160127,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.05, 'e': 0.01053763502857987}",35,15,34.644811108487005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.05, 'e': 0.01043225867829407}",25,16,17.40081352850647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.05, 'e': 0.01032793609151113}",30,16,26.657783207267187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.05, 'e': 0.010224656730596018}",20,12,14.85585264643274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.05, 'e': 0.010122410163290057}",20,12,12.306467343617369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.05, 'e': 0.010021186061657156}",30,18,25.639788678297254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.05, 'e': 0.009920974201040586}",25,12,22.294551591524232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.05, 'e': 0.009821764459030179}",30,10,31.8901323333134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.05, 'e': 0.009723546814439878}",20,13,12.871206872297765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.05, 'e': 0.009626311346295479}",25,11,27.708231553334656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.05, 'e': 0.009530048232832523}",25,11,26.40919713270102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.05, 'e': 0.009434747750504199}",25,7,36.30280988738027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.05, 'e': 0.009340400272999157}",35,15,31.386056004813714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.05, 'e': 0.009246996270269165}",20,16,9.474947053730709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.05, 'e': 0.009154526307566474}",25,10,15.321848155694726,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.05, 'e': 0.009062981044490808}",25,11,17.725237097652048,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.05, 'e': 0.0089723512340459}",20,0,27.894030860830085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.05, 'e': 0.00888262772170544}",30,16,26.92371123417262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.05, 'e': 0.008793801444488386}",20,12,13.819046452354538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.05, 'e': 0.008705863430043502}",30,22,13.602016618018277,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.05, 'e': 0.008618804795743068}",20,6,24.702596237886127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.05, 'e': 0.008532616747785637}",25,13,21.86522727327101,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.05, 'e': 0.00844729058030778}",25,12,23.23083605899024,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.05, 'e': 0.008362817674504702}",30,16,26.270453653358114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.05, 'e': 0.008279189497759656}",25,15,18.1067350606597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.05, 'e': 0.008196397602782058}",20,16,7.615748496111167,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.05, 'e': 0.008114433626754238}",25,19,10.823925120868275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.05, 'e': 0.008033289290486696}",20,7,17.736913286216392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.05, 'e': 0.00795295639758183}",25,11,22.367125189475473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.05, 'e': 0.00787342683360601}",20,10,17.10903797320841,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.05, 'e': 0.0077946925652699495}",20,13,15.275516199413882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.05, 'e': 0.00771674563961725}",20,6,11.462005671943572,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.05, 'e': 0.007639578183221077}",30,13,35.70213451832588,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.05, 'e': 0.0075631824013888665}",30,11,35.31947524394462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.05, 'e': 0.0074875505773749785}",20,9,19.993323054036612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.05, 'e': 0.007412675071601228}",20,6,25.121131535193232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.05, 'e': 0.007338548320885216}",25,14,19.171285434542202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.05, 'e': 0.0072651628376763635}",25,8,33.81291731275676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.05, 'e': 0.0071925112092996}",20,0,28.385430764057453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.05, 'e': 0.007120586097206604}",20,0,34.03774888050168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.05, 'e': 0.007049380236234538}",20,16,8.384464369363755,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.05, 'e': 0.006978886433872193}",20,9,21.08195520086921,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.05, 'e': 0.00690909756953347}",20,12,14.557311888446069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.05, 'e': 0.006840006593838136}",30,22,13.367697612637077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.05, 'e': 0.006771606527899755}",25,18,15.37411494969049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.05, 'e': 0.0067038904626207565}",20,5,27.92146512014055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.05, 'e': 0.006636851557994549}",20,12,14.655449633624633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.05, 'e': 0.006570483042414603}",20,6,24.276307790050954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.05, 'e': 0.006504778211990457}",30,13,31.752916544955443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.05, 'e': 0.006439730429870553}",20,14,11.530740341224567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.05, 'e': 0.006375333125571847}",30,8,43.21811141787003,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.05, 'e': 0.006311579794316129}",20,6,27.18391519497579,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.05, 'e': 0.006248463996372967}",25,13,24.375071251046652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.05, 'e': 0.0061859793564092375}",20,12,13.242731558648002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.05, 'e': 0.006124119562845145}",20,13,13.967410056024411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.05, 'e': 0.0060628783672166935}",30,8,40.13416367624932,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.05, 'e': 0.006002249583544526}",20,1,30.17394052238788,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.05, 'e': 0.005942227087709081}",35,21,25.58898025201195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.05, 'e': 0.00588280481683199}",30,15,30.950889139467115,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.05, 'e': 0.005823976768663671}",20,5,28.734090451452893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.05, 'e': 0.0057657370009770335}",25,11,25.468201245326586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.05, 'e': 0.005708079630967263}",30,17,26.07471314448152,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.05, 'e': 0.00565099883465759}",25,12,25.76531473599479,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.05, 'e': 0.005594488846311015}",20,8,22.278525395750222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.05, 'e': 0.005538543957847904}",30,17,23.941683864012898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
