trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
958,False,"{'a': 0.05, 'e': 0.008172114353621033}",20,12,16.520681641723044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.05, 'e': 0.008131253781852928}",30,21,16.1766651255508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.05, 'e': 0.008090597512943663}",25,15,16.648408635720394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.05, 'e': 0.008050144525378944}",20,11,16.752901750912432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.05, 'e': 0.00800989380275205}",35,12,40.33260321230854,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.05, 'e': 0.007969844333738289}",20,10,-4.017377055823347,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
964,False,"{'a': 0.05, 'e': 0.007929995112069599}",20,6,27.875449241150978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.05, 'e': 0.00789034513650925}",20,9,22.01516302098288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.05, 'e': 0.007850893410826704}",20,9,17.283688530600593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.05, 'e': 0.00781163894377257}",20,14,11.39187115392231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.05, 'e': 0.007772580749053707}",30,16,24.596993736939016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.05, 'e': 0.007733717845308439}",20,9,19.779584652247824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.05, 'e': 0.007695049256081897}",30,4,43.80819046018706,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.05, 'e': 0.007656574009801487}",35,13,38.47720994238558,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.05, 'e': 0.00761829113975248}",30,8,41.75569625752097,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.05, 'e': 0.0075801996840537175}",25,14,19.39959622993236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.05, 'e': 0.007542298685633449}",20,13,12.33364922799177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.05, 'e': 0.007504587192205281}",30,19,23.830921930342406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.05, 'e': 0.007467064256244255}",20,7,24.80448690723431,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.05, 'e': 0.007429728934963033}",20,4,31.201981110862263,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.05, 'e': 0.007392580290288218}",30,16,22.940944506065257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.05, 'e': 0.007355617388836777}",30,15,27.679632471181733,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.05, 'e': 0.007318839301892593}",25,3,35.66753236650687,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.05, 'e': 0.00728224510538313}",20,10,19.790456496291963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.05, 'e': 0.007245833879856214}",20,8,18.660451376487913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.05, 'e': 0.007209604710456933}",20,8,19.657118438853015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.05, 'e': 0.007173556686904649}",30,13,35.08525201096721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.05, 'e': 0.007137688903470126}",20,8,21.332027780275297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.05, 'e': 0.007102000458952775}",30,20,17.6784742400683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.05, 'e': 0.007066490456658011}",25,1,38.831203164067645,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.05, 'e': 0.007031158004374721}",25,14,22.48531828360787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.05, 'e': 0.006996002214352847}",25,18,14.89168779752288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.05, 'e': 0.006961022203281083}",20,7,21.329580114065177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.05, 'e': 0.006926217092264678}",20,9,20.878088402084167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.05, 'e': 0.006891586006803354}",25,11,30.111461374391432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.05, 'e': 0.006857128076769337}",25,13,12.409338169466611,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.05, 'e': 0.00682284243638549}",25,13,20.62377831148254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.05, 'e': 0.006788728224203563}",25,13,22.118470398750972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.05, 'e': 0.006754784583082545}",20,8,26.704277341735175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.05, 'e': 0.006721010660167132}",25,11,27.989459259865995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.05, 'e': 0.006687405606866296}",20,10,21.64898661236476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.05, 'e': 0.0066539685788319656}",25,13,22.000660153532387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.05, 'e': 0.006620698735937805}",25,10,30.87072711587731,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.05, 'e': 0.006587595242258116}",25,19,10.539426460422584,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.05, 'e': 0.006554657266046825}",20,16,10.290369159410025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.05, 'e': 0.006521883979716592}",20,8,20.953035366628168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.05, 'e': 0.0064892745598180085}",25,0,30.75054162738143,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1005,False,"{'a': 0.05, 'e': 0.006456828187018918}",20,8,23.20473179357614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.05, 'e': 0.006424544046083824}",30,17,27.444933882659456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.05, 'e': 0.006392421325853405}",35,17,33.32196507657209,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.05, 'e': 0.006360459219224138}",20,8,21.10191600935103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.05, 'e': 0.006328656923128017}",25,17,16.8834533526837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.05, 'e': 0.006297013638512376}",25,8,31.640334397178606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.05, 'e': 0.006265528570319815}",20,13,14.498694281962656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.05, 'e': 0.006234200927468216}",20,12,15.242516012903979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.05, 'e': 0.006203029922830875}",20,14,10.443812105195116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.05, 'e': 0.006172014773216721}",30,20,18.685601414373778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.05, 'e': 0.006141154699350637}",20,13,16.203696778394878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.05, 'e': 0.006110448925853883}",25,15,23.190685182893745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.05, 'e': 0.006079896681224614}",20,14,8.595619899320129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.05, 'e': 0.006049497197818491}",30,14,34.395371761943075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.05, 'e': 0.006019249711829398}",30,16,28.263205502878606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.05, 'e': 0.005989153463270252}",20,16,7.929131894971862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.05, 'e': 0.0059592076959539}",30,18,23.393833107442173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.05, 'e': 0.005929411657474131}",25,13,24.09938764985143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.05, 'e': 0.00589976459918676}",25,8,33.445440150600994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.05, 'e': 0.005870265776190826}",35,18,27.61441781337853,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.05, 'e': 0.005840914447309872}",20,16,6.040217521539866,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.05, 'e': 0.005811709875073323}",30,8,27.74520663112471,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.05, 'e': 0.005782651325697956}",25,2,38.16270893996011,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.05, 'e': 0.005753738069069466}",25,17,14.875575217400202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.05, 'e': 0.005724969378724119}",25,15,20.38011906129022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.05, 'e': 0.005696344531830498}",20,7,22.22125883336495,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.05, 'e': 0.0056678628091713455}",30,22,15.232218375147983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.05, 'e': 0.005639523495125489}",25,15,17.601189100959726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.05, 'e': 0.005611325877649861}",20,16,7.992526157015065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.05, 'e': 0.005583269248261612}",20,12,13.440503438826195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.05, 'e': 0.005555352902020304}",25,13,23.725719114714728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.05, 'e': 0.005527576137510202}",25,11,27.517707501814026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.05, 'e': 0.005499938256822651}",20,6,23.9260846593705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.05, 'e': 0.005472438565538538}",30,20,22.234430582965423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.05, 'e': 0.005445076372710846}",25,17,13.351141021723238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.05, 'e': 0.0054178509908472915}",20,12,16.528711324590745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.05, 'e': 0.005390761735893055}",30,10,38.86123445072655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.05, 'e': 0.00536380792721359}",25,13,20.165511285148348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.05, 'e': 0.005336988887577521}",20,8,24.134184891208694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.05, 'e': 0.005310303943139634}",25,15,17.767592549354095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.05, 'e': 0.005283752423423936}",35,19,35.12192287413993,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.05, 'e': 0.005257333661306816}",20,12,15.362413979114049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.05, 'e': 0.0052310469930002814}",20,14,13.345092419129202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.05, 'e': 0.00520489175803528}",25,5,35.785914255336536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.05, 'e': 0.005178867299245104}",20,9,22.95121337588524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.05, 'e': 0.0051529729627488785}",25,16,18.6853809530572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.05, 'e': 0.005127208097935134}",25,11,27.38970413511902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.05, 'e': 0.0051015720574454585}",30,16,25.823170194302868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.05, 'e': 0.005076064197158231}",20,6,28.78771546787248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.05, 'e': 0.0050506838761724395}",20,5,24.083116633142218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.05, 'e': 0.005025430456791578}",20,13,12.782000357554569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.05, 'e': 0.00500030330450762}",20,13,13.63072872507363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.05, 'e': 0.004975301787985081}",20,12,15.702136090175285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.05, 'e': 0.004950425279045156}",20,10,23.22139924118976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.05, 'e': 0.00492567315264993}",25,15,21.245033756510058,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.05, 'e': 0.00490104478688668}",20,6,20.166228605207905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.05, 'e': 0.004876539562952247}",20,12,14.276687057775629,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.05, 'e': 0.004852156865137486}",20,4,26.148477573427726,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.05, 'e': 0.004827896080811798}",30,15,28.012632037614242,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.05, 'e': 0.004803756600407739}",30,15,25.78476652883521,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.05, 'e': 0.0047797378174057005}",25,12,27.44585037504767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.05, 'e': 0.004755839128318672}",25,14,17.432144579185795,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.05, 'e': 0.004732059932677079}",20,9,21.42840080265279,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.05, 'e': 0.004708399633013694}",20,6,21.851107380324265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.05, 'e': 0.004684857634848625}",25,13,21.895123072955002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.05, 'e': 0.0046614333466743815}",20,5,29.001806147644572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.05, 'e': 0.00463812617994101}",30,13,34.09950826584956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.05, 'e': 0.004614935549041305}",30,10,36.23299909364965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.05, 'e': 0.004591860871296098}",30,14,28.70254965823559,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.05, 'e': 0.004568901566939618}",35,12,44.15093856459374,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.05, 'e': 0.00454605705910492}",20,7,22.81985324208584,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.05, 'e': 0.004523326773809395}",25,6,28.582412960249588,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.05, 'e': 0.004500710139940348}",20,10,21.844165783211743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.05, 'e': 0.004478206589240646}",25,13,21.39268016532707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.05, 'e': 0.004455815556294443}",20,8,21.263958891665823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.05, 'e': 0.004433536478512971}",20,6,25.699174702857356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.05, 'e': 0.004411368796120406}",25,13,23.077729554635802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.05, 'e': 0.0043893119521398035}",20,16,7.256572223156583,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.05, 'e': 0.004367365392379105}",25,18,13.559258285235167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.05, 'e': 0.004345528565417209}",20,7,26.486388350738956,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.05, 'e': 0.004323800922590123}",20,11,16.288821073473137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.05, 'e': 0.004302181917977173}",25,14,23.00477148431182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.05, 'e': 0.004280671008387286}",20,13,13.414098301971732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.05, 'e': 0.00425926765334535}",20,12,15.339390379836143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.05, 'e': 0.004237971315078623}",20,0,26.99899397986857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1090,False,"{'a': 0.05, 'e': 0.00421678145850323}",30,6,39.22777501952987,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.05, 'e': 0.004195697551210714}",25,18,14.451827226860004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.05, 'e': 0.00417471906345466}",30,18,22.82635333638957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.05, 'e': 0.004153845468137387}",25,3,37.451691971631064,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.05, 'e': 0.004133076240796701}",20,10,20.79270269187601,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.05, 'e': 0.004112410859592717}",20,14,10.734034864868658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.05, 'e': 0.004091848805294753}",20,5,24.449272986461843,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.05, 'e': 0.004071389561268279}",20,12,16.549204779553456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.05, 'e': 0.004051032613461938}",20,12,16.186889415903135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.05, 'e': 0.004030777450394628}",25,15,21.779710332238942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.05, 'e': 0.004010623563142655}",20,14,12.665814134578987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.05, 'e': 0.003990570445326942}",30,17,28.71503243686167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.05, 'e': 0.003970617593100307}",25,13,20.05606063328512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.05, 'e': 0.003950764505134805}",25,0,39.30743089722834,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1104,False,"{'a': 0.05, 'e': 0.003931010682609131}",25,9,27.395286986748733,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.05, 'e': 0.003911355629196086}",20,10,18.003862549514245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.05, 'e': 0.0038917988510501055}",20,8,21.365068708139702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.05, 'e': 0.003872339856794855}",25,11,30.182273548160122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.05, 'e': 0.0038529781575108806}",30,19,21.04267554927796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.05, 'e': 0.003833713266723326}",30,15,28.863905993693933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.05, 'e': 0.0038145447003897093}",25,20,8.436016927703834,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.05, 'e': 0.0037954719768877607}",25,7,30.463172559919194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.05, 'e': 0.003776494617003322}",20,8,24.080490807925607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.05, 'e': 0.0037576121439183052}",30,10,38.66876607401302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.05, 'e': 0.003738824083198714}",30,18,21.78088740044263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.05, 'e': 0.0037201299627827203}",25,0,39.86033183341713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1116,False,"{'a': 0.05, 'e': 0.0037015293129688065}",20,10,16.038466853308528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.05, 'e': 0.0036830216664039627}",25,8,33.45297308481805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.05, 'e': 0.0036646065580719428}",20,6,22.623009791463563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.05, 'e': 0.003646283525281583}",20,12,14.937032480132567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.05, 'e': 0.0036280521076551752}",20,9,19.382692675235184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.05, 'e': 0.003609911847116899}",35,21,26.605385506519497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.05, 'e': 0.0035918622878813146}",30,16,28.40052018209864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.05, 'e': 0.003573902976441908}",25,15,19.878736536888205,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.05, 'e': 0.0035560334615596986}",25,5,38.69024141042311,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.05, 'e': 0.0035382532942519}",20,12,16.06318198983063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.05, 'e': 0.0035205620277806407}",30,8,37.995632596321634,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.05, 'e': 0.0035029592176417375}",25,14,20.34280604633459,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.05, 'e': 0.0034854444215535285}",20,8,23.025182478755752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.05, 'e': 0.003468017199445761}",25,19,8.052306563540373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.05, 'e': 0.0034506771134485323}",30,12,33.253696456336364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.05, 'e': 0.0034334237278812896}",20,13,11.267329786877687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.05, 'e': 0.003416256609241883}",30,12,30.85780718457664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.05, 'e': 0.0033991753261956737}",30,18,21.7206796646663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.05, 'e': 0.0033821794495646953}",20,10,17.985815494434114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.05, 'e': 0.0033652685523168717}",20,10,16.92017786277188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.05, 'e': 0.0033484422095552873}",20,10,19.535303029394065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.05, 'e': 0.003331699998507511}",20,6,27.937396519916994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.05, 'e': 0.003315041498514973}",35,19,28.72342823434494,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.05, 'e': 0.0032984662910223984}",20,2,25.847045931739867,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.05, 'e': 0.0032819739595672864}",20,16,8.905345761879294,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
